miRNA,1270_ATCACG_L004_R1_001.fastq,1271_CGATGT_L004_R1_001.fastq,1272_TTAGGC_L004_R1_001.fastq
hsa-miR-2276-5p,0.0,0.0,0.0
hsa-miR-2277-3p,12.4337900679,0.0,0.0
hsa-miR-2277-5p,21.7591326188,15.5345948366,13.8871401379
hsa-miR-2278-3p,0.0,0.0,0.0
hsa-miR-2278-5p,0.0,0.0,4.62904671264
hsa-miR-2355-3p,0.0,5.64894357694,0.0
hsa-miR-2355-5p,0.0,16.4760854327,18.0532821793
hsa-miR-2392,0.0,0.0,0.0
hsa-miR-23a-3p/23b-3p,1764.04396588,1286.54689965,1283.17174874
hsa-miR-23a-5p,0.0,0.0,0.0
hsa-miR-23b-5p,17.0964613433,7.53192476925,5.55485605516
hsa-miR-23c,0.0,0.0,0.0
hsa-miR-24-1-5p,7.77111879243,5.17819827886,8.79518875401
hsa-miR-24-2-5p,13.9880138264,23.5372649039,25.4597569195
hsa-miR-24-3p,453.833337478,659.04341731,744.350711392
hsa-miR-2467-3p,0.0,0.0,0.0
hsa-miR-2467-5p,15.5422375849,18.3590666251,15.2758541517
hsa-miR-25-3p,2332.88986149,1809.54492581,1986.78684906
hsa-miR-25-5p,71.4942928904,23.5372649039,25.4597569195
hsa-miR-2681-3p,0.0,0.0,13.4242354666
hsa-miR-2681-5p,10.8795663094,0.0,9.72099809654
hsa-miR-2682-3p,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,4.2367076827,6.48066539769
hsa-miR-26a-1-3p,10.8795663094,3.76596238463,3.70323737011
hsa-miR-26a-2-3p,0.0,19.7713025193,18.9790915218
hsa-miR-26a-5p,18428.4311044,22075.1300081,21246.3986017
hsa-miR-26b-3p,88.5907542337,64.0213605386,54.1598465378
hsa-miR-26b-5p,4202.62104295,4282.36997662,4293.44082597
hsa-miR-27a-3p/27b-3p,38976.8234153,70584.0207392,67722.0275965
hsa-miR-27a-5p,35.7471464452,34.8351520578,30.5517083034
hsa-miR-27b-5p,139.880138264,148.284768895,186.087677848
hsa-miR-28-3p,12993.3106209,10270.2501682,10840.7644963
hsa-miR-28-5p,561.074776813,708.471673608,766.570135613
hsa-miR-2861-3p,0.0,0.0,0.0
hsa-miR-2861-5p,0.0,0.0,0.0
hsa-miR-2909,0.0,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0
hsa-miR-297,0.0,0.0,0.0
hsa-miR-298-3p,0.0,0.0,0.0
hsa-miR-298-5p,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0
hsa-miR-29a-3p,1543.34419218,2537.31715664,2730.67465578
hsa-miR-29a-5p,0.0,5.17819827886,11.1097121103
hsa-miR-29b-1-5p,12.4337900679,8.00267006733,11.1097121103
hsa-miR-29b-2-5p,0.0,0.0,0.0
hsa-miR-29b-3p,63.7231740979,114.391107433,114.337453802
hsa-miR-29c-3p,54.397831547,184.061411549,182.384440478
hsa-miR-29c-5p,0.0,3.76596238463,4.16614204137
hsa-miR-300,0.0,0.0,0.0
hsa-miR-301a-3p,20.2049088603,89.912351933,84.24865017
hsa-miR-301a-5p,0.0,0.0,0.0
hsa-miR-301b-3p,10.8795663094,15.0638495385,23.6081382344
hsa-miR-301b-5p,0.0,0.0,0.0
hsa-miR-302a-3p,0.0,0.0,0.0
hsa-miR-302a-5p,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0
hsa-miR-302b-5p,0.0,0.0,0.0
hsa-miR-302c-3p,0.0,0.0,0.0
hsa-miR-302c-5p,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0
hsa-miR-302d-5p,0.0,0.0,0.0
hsa-miR-302e,0.0,0.0,0.0
hsa-miR-302f,0.0,0.0,0.0
hsa-miR-3059-3p,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,4.16614204137
hsa-miR-3065-3p,17.0964613433,14.1223589423,6.94357006895
hsa-miR-3065-5p,0.0,13.1808683462,7.40647474022
hsa-miR-3074-3p,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,10.6468074391
hsa-miR-3085-3p,0.0,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0
hsa-miR-30a-3p,603.038818293,471.216043376,539.283942022
hsa-miR-30a-5p,11850.9561585,18827.9289419,19310.9941711
hsa-miR-30b-3p,29.5302514112,12.7101230481,9.25809342527
hsa-miR-30b-5p/30c-5p,1833.98403501,2985.93742571,3403.27514313
hsa-miR-30c-1-3p,107.241439336,62.1383793463,66.1953679907
hsa-miR-30c-2-3p,188.061074777,91.7953331253,108.319693076
hsa-miR-30d-3p,51.28938403,107.329927962,93.5067435953
hsa-miR-30d-5p,13072.5760326,13570.645453,13708.9218395
hsa-miR-30e-3p,349.700345659,427.907475953,466.145003962
hsa-miR-30e-5p,2340.66098028,6942.08091076,6762.57434249
hsa-miR-31-3p,0.0,0.0,0.0
hsa-miR-31-5p,191.169522294,305.984443751,329.58812594
hsa-miR-3115,0.0,0.0,0.0
hsa-miR-3116,37.3013702037,35.3058973559,19.4419961931
hsa-miR-3117-3p,0.0,0.0,0.0
hsa-miR-3117-5p,0.0,0.0,0.0
hsa-miR-3118,0.0,0.0,0.0
hsa-miR-3119,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0
hsa-miR-3120-5p,17.0964613433,0.0,0.0
hsa-miR-3121-3p,0.0,0.0,0.0
hsa-miR-3121-5p,0.0,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0
hsa-miR-3123,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0
hsa-miR-3125-3p,0.0,0.0,0.0
hsa-miR-3125-5p,0.0,0.0,0.0
hsa-miR-3126-3p,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0
hsa-miR-3127-3p,27.9760276527,0.0,0.0
hsa-miR-3127-5p,0.0,16.4760854327,21.2936148781
hsa-miR-3128,0.0,0.0,2.77742802758
hsa-miR-3129-3p,0.0,7.06117947117,0.0
hsa-miR-3129-5p,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,11.768632452,0.0
hsa-miR-3130-3p.SNPD,0.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0
hsa-miR-3130-5p.SNPD,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0
hsa-miR-3132,0.0,0.0,0.0
hsa-miR-3133,0.0,0.0,0.0
hsa-miR-3134,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.0,0.0
hsa-miR-3135b,0.0,0.0,0.0
hsa-miR-3136-3p,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.0
hsa-miR-3137,0.0,0.0,0.0
hsa-miR-3138-3p,0.0,0.0,0.0
hsa-miR-3138-5p,0.0,0.0,3.24033269885
hsa-miR-3139-3p,0.0,0.0,0.0
hsa-miR-3139-5p,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0
hsa-miR-3142,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0
hsa-miR-3144-5p,0.0,0.0,0.0
hsa-miR-3145-3p,0.0,8.00267006733,12.4984261241
hsa-miR-3145-5p,7.77111879243,0.0,3.24033269885
hsa-miR-3146,0.0,0.0,0.0
hsa-miR-3147,0.0,0.0,0.0
hsa-miR-3148,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0
hsa-miR-3150a-5p,24.8675801358,13.6516136443,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0
hsa-miR-3150b-5p,0.0,0.0,0.0
hsa-miR-3151-3p,0.0,0.0,0.0
hsa-miR-3151-5p,0.0,0.0,0.0
hsa-miR-3152-3p,0.0,0.0,0.0
hsa-miR-3152-5p,0.0,0.0,0.0
hsa-miR-3153-3p,0.0,0.0,0.0
hsa-miR-3153-5p,0.0,0.0,0.0
hsa-miR-3154,0.0,0.0,0.0
hsa-miR-3155a-3p/3155b,0.0,0.0,0.0
hsa-miR-3155a-5p,0.0,0.0,0.0
hsa-miR-3156-3p,0.0,0.0,0.0
hsa-miR-3156-5p,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,4.16614204137
hsa-miR-3158-3p,21.7591326188,24.008010202,21.7565195494
hsa-miR-3158-5p,0.0,0.0,0.0
hsa-miR-3159,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,13.8871401379
hsa-miR-3160-5p,0.0,0.0,0.0
hsa-miR-3161-3p,0.0,0.0,0.0
hsa-miR-3161-5p,26.4218038943,18.3590666251,11.1097121103
hsa-miR-3162-3p,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0
hsa-miR-3163,18.6506851018,8.00267006733,10.1839027678
hsa-miR-3164-3p,0.0,0.0,0.0
hsa-miR-3164-5p,0.0,0.0,0.0
hsa-miR-3165-3p,0.0,0.0,0.0
hsa-miR-3165-5p,0.0,0.0,0.0
hsa-miR-3166,0.0,0.0,0.0
hsa-miR-3167,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0
hsa-miR-3169-3p,0.0,0.0,0.0
hsa-miR-3169-5p,0.0,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0
hsa-miR-3171,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0
hsa-miR-3173-5p,23.3133563773,5.17819827886,12.9613307954
hsa-miR-3174,27.9760276527,27.3032272885,13.4242354666
hsa-miR-3175-3p,0.0,0.0,0.0
hsa-miR-3175-5p,0.0,0.0,0.0
hsa-miR-3176-3p,18.6506851018,23.0665196058,19.9049008643
hsa-miR-3176-5p,0.0,0.0,0.0
hsa-miR-3177-3p,24.8675801358,7.06117947117,9.25809342527
hsa-miR-3177-5p,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0
hsa-miR-3179-3p,0.0,0.0,0.0
hsa-miR-3179-5p,0.0,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0
hsa-miR-3180/3180-3p,0.0,0.0,0.0
hsa-miR-3181,0.0,0.0,0.0
hsa-miR-3182,0.0,0.0,0.0
hsa-miR-3183-3p,0.0,0.0,0.0
hsa-miR-3183-5p,0.0,0.0,0.0
hsa-miR-3184-3p,0.0,0.0,0.0
hsa-miR-3184-5p,0.0,0.0,0.0
hsa-miR-3185,0.0,0.0,0.0
hsa-miR-3186-3p,0.0,0.0,0.0
hsa-miR-3186-5p,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.0,0.0
hsa-miR-3187-5p,0.0,0.0,0.0
hsa-miR-3188-3p,0.0,0.0,0.0
hsa-miR-3188-5p,0.0,0.0,0.0
hsa-miR-3189-3p,0.0,0.0,0.0
hsa-miR-3189-5p,0.0,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0
hsa-miR-3190-5p,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0
hsa-miR-3191-5p,0.0,0.0,0.0
hsa-miR-3192-3p,0.0,6.5904341731,0.0
hsa-miR-3192-5p,0.0,0.0,0.0
hsa-miR-3193,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.0,0.0
hsa-miR-3194-5p,0.0,0.0,6.01776072643
hsa-miR-3195,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0
hsa-miR-3197-3p,0.0,0.0,0.0
hsa-miR-3197-5p,0.0,0.0,0.0
hsa-miR-3198-3p,0.0,0.0,0.0
hsa-miR-3198-5p,0.0,0.0,0.0
hsa-miR-3199-3p,0.0,0.0,0.0
hsa-miR-3199-5p,0.0,0.0,0.0
hsa-miR-32-3p,9.32534255092,8.47341536541,6.01776072643
hsa-miR-32-5p,37.3013702037,67.7873229233,76.8421754298
hsa-miR-3200-3p,0.0,8.94416066349,12.4984261241
hsa-miR-3200-5p,0.0,0.0,0.0
hsa-miR-3201,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0
hsa-miR-320a-3p/320b/320c/320d/320e,1995.6233059,986.211399474,947.102957405
hsa-miR-320a-5p,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0
hsa-miR-323a-5p,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.0,0.0
hsa-miR-323b-5p,0.0,0.0,0.0
hsa-miR-324-3p,262.663815184,127.571975779,0.0
hsa-miR-324-5p,0.0,16.0053401347,24.0710429057
hsa-miR-325-3p,0.0,0.0,0.0
hsa-miR-325-5p,0.0,0.0,0.0
hsa-miR-326-3p,0.0,0.0,9.25809342527
hsa-miR-326-5p,0.0,0.0,0.0
hsa-miR-328-3p,244.013130082,75.7899929906,84.7115548412
hsa-miR-328-5p,0.0,0.0,0.0
hsa-miR-329-3p,0.0,0.0,0.0
hsa-miR-329-5p,0.0,0.0,0.0
hsa-miR-330-3p,34.1929226867,22.1250290097,28.2371849471
hsa-miR-330-5p,18.6506851018,51.7819827886,55.5485605516
hsa-miR-331-3p,49.7351602716,47.0745298078,45.8275624551
hsa-miR-331-5p,97.9160967846,86.1463895483,89.8035062251
hsa-miR-335-3p,45.0724889961,61.6676340483,58.7888932505
hsa-miR-335-5p,45.0724889961,57.4309263655,66.1953679907
hsa-miR-337-3p,0.0,0.0,0.0
hsa-miR-337-5p,0.0,0.0,0.0
hsa-miR-338-3p,38.8555939622,26.3617366924,30.0888036321
hsa-miR-338-5p,0.0,8.00267006733,8.79518875401
hsa-miR-339-3p,211.374431154,171.3512885,188.402201204
hsa-miR-339-3p.SNPB,0.0,0.0,0.0
hsa-miR-339-5p,27.9760276527,29.6569537789,31.4775176459
hsa-miR-33a-3p,0.0,0.0,2.77742802758
hsa-miR-33a-5p,0.0,0.0,85.6373641838
hsa-miR-33b-3p,15.5422375849,40.0133503367,17.1274728368
hsa-miR-33b-5p,0.0,62.6091246444,45.3646577838
hsa-miR-340-3p,35.7471464452,41.4255862309,35.180755016
hsa-miR-340-5p,206.711759879,555.008706434,558.263033544
hsa-miR-342-3p,211.374431154,199.125261087,192.105438574
hsa-miR-342-5p,79.2654116828,29.1862084809,33.329136331
hsa-miR-345-3p,0.0,0.0,0.0
hsa-miR-345-5p,714.942928904,746.602042752,811.471888725
hsa-miR-346,0.0,0.0,0.0
hsa-miR-34a-3p,0.0,5.64894357694,7.40647474022
hsa-miR-34a-5p,158.530823366,195.830044001,164.331158299
hsa-miR-34b-3p,0.0,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0
hsa-miR-34c-5p,4.66267127546,7.06117947117,11.1097121103
hsa-miR-3529-3p,0.0,0.0,0.0
hsa-miR-3529-5p,0.0,0.0,0.0
hsa-miR-3605-3p,211.374431154,95.0905502118,109.245502418
hsa-miR-3605-5p,94.8076492676,52.2527280867,43.0501344275
hsa-miR-3606-3p,0.0,0.0,0.0
hsa-miR-3606-5p,0.0,0.0,0.0
hsa-miR-3609,18.6506851018,13.6516136443,11.1097121103
hsa-miR-361-3p,338.82077935,285.742395934,311.53484376
hsa-miR-361-5p,180.289955984,216.542837116,197.66029463
hsa-miR-3610,0.0,0.0,0.0
hsa-miR-3611-3p,0.0,2.35372649039,0.0
hsa-miR-3611-5p,0.0,0.0,0.0
hsa-miR-3612,0.0,0.0,0.0
hsa-miR-3613-3p,9.32534255092,3.76596238463,7.86937941148
hsa-miR-3613-5p,10.8795663094,14.1223589423,15.738758823
hsa-miR-3614-3p,0.0,0.0,0.0
hsa-miR-3614-5p,24.8675801358,19.3005572212,25.9226615908
hsa-miR-3615-3p,366.796807003,183.119920952,176.829584423
hsa-miR-3615-5p,0.0,0.0,0.0
hsa-miR-3616-3p,0.0,0.0,0.0
hsa-miR-3616-5p,0.0,0.0,0.0
hsa-miR-3617-3p,0.0,0.0,0.0
hsa-miR-3617-5p,0.0,0.0,0.0
hsa-miR-3618,0.0,0.0,0.0
hsa-miR-3619-3p,0.0,0.0,0.0
hsa-miR-3619-5p,0.0,0.0,0.0
hsa-miR-362-3p,0.0,11.2978871539,8.79518875401
hsa-miR-362-5p,0.0,17.888321327,22.6823288919
hsa-miR-3620-3p,0.0,0.0,0.0
hsa-miR-3620-5p,15.5422375849,0.0,0.0
hsa-miR-3621,0.0,0.0,0.0
hsa-miR-3622a-3p,0.0,0.0,0.0
hsa-miR-3622a-5p,0.0,0.0,0.0
hsa-miR-3622b-3p,0.0,0.0,0.0
hsa-miR-3622b-5p,0.0,0.0,0.0
hsa-miR-363-3p,20.2049088603,36.247387952,32.8662316597
hsa-miR-363-5p,0.0,0.0,0.0
hsa-miR-3646,0.0,0.0,0.0
hsa-miR-3648-3p,0.0,0.0,0.0
hsa-miR-3648-5p,0.0,0.0,0.0
hsa-miR-3649,0.0,0.0,0.0
hsa-miR-3650,0.0,0.0,0.0
hsa-miR-3651,29.5302514112,9.88565125964,14.3500448092
hsa-miR-3652-3p,0.0,0.0,0.0
hsa-miR-3652-5p,0.0,0.0,0.0
hsa-miR-3654,0.0,0.0,0.0
hsa-miR-3655,0.0,0.0,0.0
hsa-miR-3657,0.0,0.0,0.0
hsa-miR-3658,0.0,0.0,0.0
hsa-miR-3659-3p,0.0,0.0,0.0
hsa-miR-3659-5p,0.0,0.0,0.0
hsa-miR-365a-3p/365b-3p,166.301942158,180.766194462,192.568343246
hsa-miR-365a-5p,54.397831547,22.5957743078,29.6258989609
hsa-miR-365b-5p,55.9520553055,15.0638495385,22.2194242207
hsa-miR-3660,0.0,0.0,0.0
hsa-miR-3661,0.0,0.0,0.0
hsa-miR-3662,0.0,0.0,0.0
hsa-miR-3663-3p,0.0,0.0,0.0
hsa-miR-3663-5p,0.0,0.0,0.0
hsa-miR-3664-3p,12.4337900679,4.2367076827,7.40647474022
hsa-miR-3664-5p,0.0,0.0,0.0
hsa-miR-3665,0.0,0.0,0.0
hsa-miR-3666,0.0,0.0,0.0
hsa-miR-3667-3p,0.0,0.0,0.0
hsa-miR-3667-5p,0.0,0.0,0.0
hsa-miR-3668-3p,0.0,0.0,0.0
hsa-miR-3668-5p,0.0,0.0,0.0
hsa-miR-367-3p,0.0,0.0,0.0
hsa-miR-367-5p,0.0,0.0,0.0
hsa-miR-3670,0.0,0.0,0.0
hsa-miR-3671,0.0,0.0,0.0
hsa-miR-3672-3p,0.0,0.0,0.0
hsa-miR-3672-5p,0.0,0.0,0.0
hsa-miR-3674,0.0,0.0,0.0
hsa-miR-3675-3p,0.0,0.0,0.0
hsa-miR-3675-5p,0.0,0.0,0.0
hsa-miR-3677-3p,0.0,19.3005572212,22.2194242207
hsa-miR-3677-5p,0.0,0.0,0.0
hsa-miR-3678-3p,0.0,0.0,0.0
hsa-miR-3678-5p,0.0,3.76596238463,0.0
hsa-miR-3679-3p,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,1.88298119231,0.0
hsa-miR-3680-3p,0.0,0.0,0.0
hsa-miR-3680-5p,0.0,0.0,0.0
hsa-miR-3681-3p,0.0,0.0,0.0
hsa-miR-3681-5p,0.0,0.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0
hsa-miR-3682-5p,0.0,0.0,0.0
hsa-miR-3683-3p,0.0,0.0,0.0
hsa-miR-3683-5p,0.0,0.0,0.0
hsa-miR-3684,0.0,0.0,0.0
hsa-miR-3685,0.0,0.0,0.0
hsa-miR-3686,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0
hsa-miR-3688-5p,0.0,0.0,0.0
hsa-miR-3689a-3p,0.0,0.0,0.0
hsa-miR-3689a-5p/3689b-5p/3689e,0.0,0.0,0.0
hsa-miR-3689b-3p/3689c,0.0,0.0,0.0
hsa-miR-3689d,0.0,0.0,0.0
hsa-miR-3689f,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0
hsa-miR-369-5p,0.0,0.0,0.0
hsa-miR-3690,0.0,0.0,0.0
hsa-miR-3691-3p,0.0,0.0,0.0
hsa-miR-3691-5p,18.6506851018,10.3563965577,6.48066539769
hsa-miR-3692-3p,0.0,0.0,0.0
hsa-miR-3692-5p,0.0,0.0,0.0
hsa-miR-370-3p,0.0,0.0,0.0
hsa-miR-370-5p,0.0,0.0,0.0
hsa-miR-3713,0.0,0.0,0.0
hsa-miR-3714-3p,0.0,0.0,0.0
hsa-miR-3714-5p,0.0,0.0,0.0
hsa-miR-371a-3p,0.0,0.0,0.0
hsa-miR-371a-5p,0.0,0.0,0.0
hsa-miR-371b-3p,0.0,0.0,0.0
hsa-miR-371b-5p,0.0,0.0,10.1839027678
hsa-miR-372-3p,0.0,0.0,0.0
hsa-miR-372-5p,0.0,0.0,0.0
hsa-miR-373-3p,0.0,0.0,4.16614204137
hsa-miR-373-5p,0.0,0.0,0.0
hsa-miR-374a-3p,97.9160967846,179.353958568,177.755393765
hsa-miR-374a-5p,54.397831547,127.571975779,121.743928542
hsa-miR-374b-3p,6.21689503394,11.768632452,13.8871401379
hsa-miR-374b-5p,55.9520553055,50.8404921925,77.7679847723
hsa-miR-374c-3p,0.0,0.0,0.0
hsa-miR-374c-5p,0.0,0.0,0.0
hsa-miR-375-3p,1380.15069754,644.921058367,671.674678004
hsa-miR-375-5p,0.0,0.0,0.0
hsa-miR-376a-2-5p,0.0,0.0,0.0
hsa-miR-376a-3p/376b-3p,0.0,0.0,0.0
hsa-miR-376a-5p,0.0,0.0,0.0
hsa-miR-376b-5p/376c-5p,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,0.0,0.0
hsa-miR-377-3p,0.0,0.0,0.0
hsa-miR-377-5p,0.0,0.0,0.0
hsa-miR-378a-3p/378c/378d/378e,9919.05602666,9056.66878973,10031.1442263
hsa-miR-378a-5p,31.0844751697,27.7739725866,23.6081382344
hsa-miR-378b,0.0,0.0,0.0
hsa-miR-378f,0.0,0.0,0.0
hsa-miR-378g,0.0,0.0,0.0
hsa-miR-378h,0.0,0.0,0.0
hsa-miR-378i,0.0,0.0,0.0
hsa-miR-378j,0.0,0.0,0.0
hsa-miR-379-3p,0.0,0.0,0.0
hsa-miR-379-5p,0.0,0.0,10.6468074391
hsa-miR-380-3p,0.0,0.0,0.0
hsa-miR-380-5p,0.0,0.0,0.0
hsa-miR-381-3p,0.0,7.53192476925,1.85161868505
hsa-miR-381-5p,0.0,0.0,0.0
hsa-miR-382-3p,0.0,0.0,0.0
hsa-miR-382-5p,0.0,0.0,0.0
hsa-miR-383-3p,0.0,0.0,0.0
hsa-miR-383-5p,0.0,0.0,0.0
hsa-miR-384,0.0,0.0,0.0
hsa-miR-3907,0.0,0.0,0.0
hsa-miR-3908,0.0,0.0,0.0
hsa-miR-3909-3p,77.7111879243,54.6064545771,49.9937044965
hsa-miR-3909-5p,0.0,0.0,0.0
hsa-miR-3910,0.0,0.0,0.0
hsa-miR-3911,0.0,0.0,0.0
hsa-miR-3912-3p,0.0,7.53192476925,7.40647474022
hsa-miR-3912-5p,0.0,0.0,0.0
hsa-miR-3913-3p,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,0.0
hsa-miR-3914,0.0,0.0,0.0
hsa-miR-3915,0.0,0.0,0.0
hsa-miR-3916,0.0,16.4760854327,9.72099809654
hsa-miR-3917,0.0,0.0,0.0
hsa-miR-3918-3p,0.0,0.0,0.0
hsa-miR-3918-5p,10.8795663094,0.0,3.24033269885
hsa-miR-3919,0.0,0.0,0.0
hsa-miR-3920,0.0,0.0,0.0
hsa-miR-3921-3p,0.0,0.0,0.0
hsa-miR-3921-5p,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.0
hsa-miR-3922-5p,0.0,0.0,0.0
hsa-miR-3923,0.0,0.0,0.0
hsa-miR-3924-3p,0.0,0.0,0.0
hsa-miR-3924-5p,0.0,0.0,0.0
hsa-miR-3925-3p,0.0,0.0,0.0
hsa-miR-3925-5p,0.0,0.0,0.0
hsa-miR-3926,0.0,0.0,0.0
hsa-miR-3927-3p,0.0,0.0,0.0
hsa-miR-3927-5p,0.0,0.0,0.0
hsa-miR-3928-3p,51.28938403,0.0,19.9049008643
hsa-miR-3928-5p,0.0,0.0,0.0
hsa-miR-3929,21.7591326188,0.0,6.01776072643
hsa-miR-3934-3p,0.0,0.0,0.0
hsa-miR-3934-5p,0.0,13.6516136443,11.5726167816
hsa-miR-3935,0.0,4.70745298078,2.77742802758
hsa-miR-3936-3p,0.0,0.0,0.0
hsa-miR-3936-5p,0.0,0.0,0.0
hsa-miR-3937-3p,0.0,0.0,0.0
hsa-miR-3937-5p,0.0,0.0,0.0
hsa-miR-3938,0.0,0.0,0.0
hsa-miR-3939-3p,0.0,0.0,3.24033269885
hsa-miR-3939-5p,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.0,0.0
hsa-miR-3940-5p,0.0,0.0,0.0
hsa-miR-3941-3p,0.0,0.0,0.0
hsa-miR-3941-5p,0.0,0.0,0.0
hsa-miR-3942-3p,0.0,0.0,0.0
hsa-miR-3942-5p,0.0,11.2978871539,13.8871401379
hsa-miR-3943-3p,0.0,0.0,0.0
hsa-miR-3943-5p,0.0,0.0,0.0
hsa-miR-3944-3p,20.2049088603,0.0,10.1839027678
hsa-miR-3944-5p,4.66267127546,1.88298119231,0.0
hsa-miR-3945-3p,0.0,0.0,0.0
hsa-miR-3945-5p,0.0,0.0,0.0
hsa-miR-3960,0.0,0.0,0.0
hsa-miR-3972,0.0,0.0,0.0
hsa-miR-3973,0.0,0.0,0.0
hsa-miR-3974,0.0,0.0,0.0
hsa-miR-3975,0.0,0.0,0.0
hsa-miR-3976,0.0,0.0,0.0
hsa-miR-3977,0.0,0.0,0.0
hsa-miR-3978,0.0,0.0,0.0
hsa-miR-409-3p,29.5302514112,10.8271418558,14.3500448092
hsa-miR-409-5p,0.0,0.0,0.0
hsa-miR-410-3p,0.0,5.17819827886,8.79518875401
hsa-miR-410-5p,0.0,0.0,0.0
hsa-miR-411-3p,0.0,0.0,0.0
hsa-miR-411-5p,0.0,10.3563965577,4.62904671264
hsa-miR-412-3p,0.0,0.0,0.0
hsa-miR-412-5p,0.0,0.0,0.0
hsa-miR-421,508.231169025,538.061875703,540.672656036
hsa-miR-422a,0.0,0.0,0.0
hsa-miR-423-3p,11112.6998732,5066.63164322,5634.93856329
hsa-miR-423-5p,19939.1365976,5486.5364491,6158.94665116
hsa-miR-424-3p,15.5422375849,4.70745298078,11.5726167816
hsa-miR-424-5p,0.0,5.17819827886,5.0919513839
hsa-miR-425-3p,31.0844751697,24.9495007981,34.2549456735
hsa-miR-425-5p,242.458906324,350.23450177,397.172207944
hsa-miR-4251,0.0,0.0,0.0
hsa-miR-4252,0.0,0.0,0.0
hsa-miR-4253,0.0,0.0,0.0
hsa-miR-4254-3p,0.0,0.0,0.0
hsa-miR-4254-5p,0.0,0.0,0.0
hsa-miR-4255,0.0,0.0,0.0
hsa-miR-4256,0.0,0.0,0.0
hsa-miR-4257,0.0,0.0,0.0
hsa-miR-4258-3p,0.0,0.0,0.0
hsa-miR-4258-5p,0.0,0.0,0.0
hsa-miR-4259,0.0,0.0,0.0
hsa-miR-4260,0.0,0.0,0.0
hsa-miR-4261,0.0,0.0,0.0
hsa-miR-4262,0.0,0.0,0.0
hsa-miR-4263,0.0,0.0,0.0
hsa-miR-4264,0.0,0.0,0.0
hsa-miR-4265,0.0,0.0,0.0
hsa-miR-4266,0.0,0.0,0.0
hsa-miR-4267,0.0,0.0,0.0
